items,scaled_items
-6.208282785,[-0.294838082734988]
13.23535326,[0.1618325373345109]
19.60844606,[0.3115166928083467]
19.5935013,[0.3111656868133675]
11.07824417,[0.1111687446463541]
-4.071812212,[-0.2446590247093137]
-6.408933356,[-0.29955074144058197]
-13.52278467,[-0.4666330136620891]
-11.12631564,[-0.4103473994192285]
-0.04413705,[-0.15006144484245296]
17.33912674,[0.2582174303349274]
34.86364026,[0.6698138229578338]
52.30160161,[1.0793773739326666]
67.52161855,[1.4368482995029606]
78.8383466,[1.7026430924002676]
77.24764777,[1.6652825174872885]
77.21464555,[1.664507397842167]
78.1163064,[1.6856846107106302]
69.79409515,[1.4902217166772804]
50.47343953,[1.036439524822092]
28.65852475,[0.5240749322999181]
15.01882978,[0.20372086143103368]
8.880510331,[0.059550802781929014]
9.620132835,[0.0769222381830711]
9.53164603,[0.07484395796769387]
18.52570684,[0.28608651144583785]
17.65877023,[0.26572486312381743]
9.444678045,[0.07280135011676377]
-5.702804439,[-0.2829659663692383]
-23.92747413,[-0.7110068528108963]
-48.64050663,[-1.2914392292168946]
-55.40232183,[-1.4502532665210661]
-50.46087288,[-1.334193978494094]
-37.27045671,[-1.0243920712074341]
-19.72462564,[-0.6122949955459062]
0.567107986,[-0.13570519743283824]
19.96042466,[0.31978357690045717]
27.87593204,[0.5056942602224095]
33.1888511,[0.6304782273720713]
38.20094995,[0.7481968621161996]
43.77253232,[0.8790560270268947]
50.21940867,[1.03047312892348]
57.40661885,[1.1992783730596168]
49.36021845,[1.0102934192427926]
36.41985929,[0.7063645744607558]
27.17866627,[0.48931765294575674]
23.34509939,[0.39927907373579014]
26.10861516,[0.4641854758787304]
36.72092421,[0.7134356543441366]
39.65016849,[0.7822345044453565]
35.81937042,[0.692260955982552]
32.54894025,[0.6154487090256894]
27.57919568,[0.49872484476921236]
27.63216115,[0.49996883915232015]
14.09541899,[0.18203281002582306]
-6.034378762,[-0.2907536173689325]
-11.48198565,[-0.41870098326696736]
-6.48071739,[-0.30123672544285396]
1.867937188,[-0.10515275976598457]
7.784473251,[0.033808295990280054]
5.37762979,[-0.022720981414484726]
9.889100984,[0.08323946460607658]
16.39670384,[0.23608284351615338]
12.67711328,[0.14872121406019248]
-0.047241996,[-0.15013437038023927]
-15.91258027,[-0.5227618897614751]
-28.38445724,[-0.8156875429746266]
-28.17918274,[-0.8108662825384356]
-10.83541701,[-0.40351509411213393]
-3.856613222,[-0.23960466882782197]
4.499280154,[-0.043350686269152956]
17.95836554,[0.27276142643280804]
21.41979655,[0.35405968988549097]
18.37516405,[0.28255072888453175]
21.49780297,[0.35589181840859]
12.85873104,[0.15298685115002897]
20.36904227,[0.32938073542050683]
33.95148691,[0.6483901738533707]
30.17661042,[0.559730049616095]
29.87857522,[0.5527301284454075]
38.10459631,[0.7459338143805334]
30.62872307,[0.5703487715330718]
28.9385043,[0.5306507823317417]
18.56065413,[0.28690731474400244]
18.36515931,[0.28231574861598224]
21.25884322,[0.35027939607402286]
20.65153156,[0.33601553144984647]
20.60542265,[0.3349325763651239]
10.11486492,[0.08854195825509564]
8.389132843,[0.048009871774281544]
1.964686573,[-0.10288041720942585]
1.435213681,[-0.11531609093526733]
10.40896899,[0.09544954939190882]
21.41626832,[0.3539768227212364]
26.40661924,[0.4711846661372745]
35.26404501,[0.6792180869050749]
26.78554059,[0.480084351744513]
11.69611444,[0.12568059822509708]
-6.908751072,[-0.31128990718916816]
-14.97528333,[-0.5007476958222137]
-17.38519739,[-0.5573490920604142]
-12.24445925,[-0.43660911993918017]
-12.47286519,[-0.4419736660562722]
-17.88772215,[-0.5691518378646635]
-27.65845507,[-0.798636006915302]
-44.73842883,[-1.1997915412864437]
-60.84939037,[-1.5781879882966539]
-64.20942278,[-1.6571047135725774]
-66.55939881,[-1.7122983516495733]
-57.2230279,[-1.4930159971146073]
-38.3717153,[-1.0502572150513239]
-13.41145009,[-0.46401811017561645]
12.42903015,[0.14289451186603086]
47.75195192,[0.9725202336209097]
75.93860403,[1.6345371458366178]
92.52438761,[2.024085687801065]
100.9931862,[2.2229914631605827]
106.141382,[2.343906592552226]
107.0117999,[2.3643500055636935]
105.1912843,[2.3215917485188653]
102.8309023,[2.2661537065268136]
100.210639,[2.2046118599716236]
97.83252905,[2.1487574434958936]
95.95903814,[2.10475496095692]
82.25465448,[1.7828815536786615]
71.6809822,[1.534538832937343]
56.25288238,[1.1721806868072977]
37.71763756,[0.7368453552109194]
26.93981697,[0.48370782473863927]
34.39303342,[0.6587607299594689]
53.12146743,[1.0986334755962992]
51.48671727,[1.060238271762092]
52.58950398,[1.0861393063985436]
60.05993228,[1.261596464517023]
68.30829006,[1.4553247699239904]
73.81616689,[1.5846876895652136]
77.45877044,[1.670241133272756]
69.14565272,[1.4749918180152128]
31.33179712,[0.5868617972667972]
-5.117202675,[-0.2692119997726232]
-38.8787684,[-1.0621663174974534]
-47.41310908,[-1.2626114729817421]
-45.19628937,[-1.2105452632869607]
-39.42198091,[-1.0749246921757842]
-34.9747391,[-0.9704727948932305]
-25.66114872,[-0.7517254842531685]
-23.58482729,[-0.7029591427773662]
-17.27508188,[-0.5547628207418919]
-8.570412476,[-0.35031717256041905]
2.53369653,[-0.08951614062620261]
5.402456655,[-0.022137875466209832]
4.027562456,[-0.05442986987168766]
2.636654359,[-0.08709798100309393]
3.576338578,[-0.06502771729485073]
-8.682581557,[-0.35295167588347776]
-10.1711366,[-0.3879132104915685]
-15.91428745,[-0.5228019861172887]
-21.35773498,[-0.65065166161459]
-21.38598725,[-0.651315219687237]
-14.30293245,[-0.484956261927686]
-15.44354027,[-0.5117455969682102]
-17.05456928,[-0.5495836646652159]
-14.50471817,[-0.48969558175759337]
-14.84689661,[-0.49773229052994244]
-9.770689033,[-0.37850794090598405]
-8.778410633,[-0.3552024032400444]
-11.44917683,[-0.4179304059871586]
-19.20403028,[-0.6000678274737267]
-29.53239037,[-0.84264892679513]
-45.83936362,[-1.2256490800740345]
-57.69662554,[-1.5041393347157483]
-60.62153581,[-1.5728363923832123]
-62.77829238,[-1.6234919054714727]
-66.21862583,[-1.7042946527673595]
-57.42619008,[-1.4977876457147223]
-43.43381772,[-1.1691502783470225]
-27.82760356,[-0.8026087795815535]
-16.11977353,[-0.5276282159105264]
-19.15193367,[-0.598844239913398]
-35.19859174,[-0.9757303981355664]
-73.622483,[-1.8781882618075976]
-56.81225041,[-1.4833681097217997]
-35.01181886,[-0.9713436832883864]
-15.75459536,[-0.5190513149160939]
3.726429513,[-0.061502547404063426]
20.89489018,[0.3417312695781189]
27.34602656,[0.4932484263480373]
26.52417721,[0.47394573772541587]
26.6021892,[0.47577799707051494]
21.48387995,[0.3555648099127549]
13.86192241,[0.17654870058631686]
6.601759769,[0.006030029726733772]
-6.870202674,[-0.31038452504888314]
-24.29412171,[-0.71961826568234]
-26.73784233,[-0.777013673014036]
-32.02455899,[-0.9011822271705923]
-25.57950149,[-0.7498078444112807]
-24.59844792,[-0.7267659431384731]
-18.54470504,[-0.5845823254060359]
-12.23078629,[-0.4362879845760755]
2.689206989,[-0.08586368294933282]
5.140137934,[-0.02829892747817202]
1.639258587,[-0.11052370984309993]
-10.44662867,[-0.3943836635560036]
-13.65397163,[-0.469714187894603]
-21.22126076,[-0.6474463060665505]
-22.71431878,[-0.6825136016184272]
-17.06068376,[-0.5497272748092518]
-0.509540371,[-0.1609923233412885]
3.387878025,[-0.06945407033900178]
0.4275587,[-0.13898277673026926]
2.415218182,[-0.09229882903493176]
12.02140747,[0.1333207211614954]
24.91383358,[0.43612376747586584]
26.04843406,[0.4627720087581847]
31.98480581,[0.6021989431937679]
40.87234012,[0.8109395200510654]
50.3877269,[1.0344264013610633]
47.71722653,[0.9717046420645384]
46.68685962,[0.9475045235990525]
31.60219345,[0.5932125672256584]
11.94304486,[0.13148022684159857]
2.412285242,[-0.09236771468601712]
1.937031774,[-0.10352994254398769]
-2.617907873,[-0.21051132751542367]
1.666516215,[-0.10988351282174164]
3.425162565,[-0.06857837229767866]
6.990524329,[0.015160901764523246]
14.65700181,[0.19522264622910496]
13.78483176,[0.17473808065619764]
2.149707569,[-0.09853484867617181]
-12.0558785,[-0.4321799438408229]
-12.91533708,[-0.45236595646440214]
-10.01180136,[-0.3841709205885216]
-8.258835551,[-0.34299919832916986]
5.316990336,[-0.024145213846873684]
22.78987016,[0.3862384636277844]
27.47944902,[0.49638210553223844]
34.68533804,[0.6656260576047528]
42.6912098,[0.8536591195472107]
49.00507762,[1.0019522641896563]
47.70147335,[0.9713346487946575]
49.37768138,[1.010703569229805]
37.37632119,[0.7288288937853389]
32.36608315,[0.6111539636885598]
32.36858924,[0.6112128239589125]
41.08933624,[0.8160360849344922]
48.97547873,[1.0012570781957204]
51.23885401,[1.0544167336313288]
54.74709364,[1.1368143861833822]
68.56690113,[1.4613987407296776]
77.98316956,[1.6825576398531126]
73.80382004,[1.5843977004072003]
72.61322924,[1.5564344204102545]
71.21873678,[1.523682123724769]
69.25211146,[1.4774922031641171]
52.58767189,[1.086096276294792]
30.66187456,[0.5711273970668708]
2.028486617,[-0.10138195233451715]
-21.553592,[-0.6552517346956414]
-28.89124442,[-0.8275903997858858]
-19.21500572,[-0.6003256064703472]
-3.014931275,[-0.21983617410038464]
1.042976189,[-0.12452853135904328]
15.20930955,[0.20819463961096235]
32.95728146,[0.6250393757682189]
47.73744444,[0.9721794979749679]
59.43745806,[1.2469764784523396]
69.79169164,[1.4901652656925208]
65.60279835,[1.391781172731617]
49.58328384,[1.0155325324277744]
41.90454255,[0.8351827491803497]
39.71925261,[0.78385707585352]
17.89188921,[0.27120010391212385]
-2.035648489,[-0.19683586304380077]
-12.37677894,[-0.43971689848121076]
-16.4550703,[-0.5355032956285802]
-21.23135572,[-0.6476834053226829]
-13.67272322,[-0.470154604502524]
7.096574211,[0.017651684108892986]
15.25398354,[0.2092438928816501]
23.66825739,[0.40686905144874824]
24.05771406,[0.41601617900079046]
12.71237743,[0.14954945941561124]
11.80658576,[0.12827522641539738]
17.75528036,[0.26799158632353615]
33.04871322,[0.6271868238297138]
49.24623428,[1.0076162851166686]
62.37832448,[1.3160482965245734]
70.49364859,[1.506652054216884]
64.9399249,[1.3762123342315282]
59.51759343,[1.248858609398563]
56.27079459,[1.1726013889860767]
44.9135837,[0.9058557799141512]
29.76014769,[0.5499486335936611]
13.69256477,[0.17257101563617117]
-2.576024348,[-0.20952761360058908]
-19.45155413,[-0.6058813939177744]
-22.15666173,[-0.6694159695592674]
-28.45084453,[-0.8172467742222631]
-18.94917608,[-0.5940820938757536]
-0.71390022,[-0.1657921014663341]
22.56916526,[0.3810547910213793]
32.79134997,[0.6211421604401814]
34.00789275,[0.6497149718422205]
22.30943552,[0.3749545461319061]
19.07649669,[0.29902285430605957]
20.45782329,[0.331465925832422]
27.44871689,[0.49566030325046995]
36.1706837,[0.7005122137743016]
45.79830177,[0.9266350595035513]
48.76819238,[0.9963885656517005]
51.96949618,[1.0715772488791253]
56.79471066,[1.184906550222254]
53.30059813,[1.1028406993713769]
41.87471879,[0.8344822816885451]
37.17784457,[0.7241672944365891]
35.94932226,[0.6953131210824658]
28.78002796,[0.5269286653220091]
30.25132529,[0.5614848698530273]
38.01953062,[0.7439358855307528]
55.0483048,[1.1438889007901512]
75.38050897,[1.6214292262829877]
93.6649933,[2.050874972814505]
89.73715514,[1.9586222540376017]
77.29529146,[1.6664015197872875]
67.4037239,[1.4340793203473248]
61.33357175,[1.291510299828678]
61.95297541,[1.3060581679759147]
66.77126296,[1.4192247772479227]
56.16813585,[1.1701902540346276]
50.30598359,[1.0325065048983937]
48.56679398,[0.9916583427656032]
50.41816312,[1.0351412536360085]
56.28093902,[1.1728396501388583]
70.69082241,[1.5112830548400427]
43.76496239,[0.8788782328828887]
9.824936614,[0.08173244284499996]
-18.81687042,[-0.5909746448548467]
-31.50489347,[-0.888976898151992]
-41.6512365,[-1.127282982066758]
-40.56259355,[-1.1017141404231379]
-47.27783409,[-1.259434283621675]
-53.73631352,[-1.4111239058290734]
-51.33206596,[-1.3546555980761044]
-44.88967555,[-1.2033438569770905]
-40.63860538,[-1.1034994222221997]
-31.16326983,[-0.8809532199084715]
-15.6762709,[-0.5172117166212057]
2.80321186,[-0.08318606262101458]
21.65427663,[0.35956689868531216]
29.85488949,[0.552173824213994]
35.89435003,[0.6940219941398197]
41.60461528,[0.8281383891620044]
45.10318175,[0.910308849229843]
36.98255191,[0.7195804764190735]
24.72264669,[0.43163338124340445]
17.14099171,[0.25356385387432206]
14.81471834,[0.19892691766185638]
14.77073829,[0.19789396288643762]
15.37792555,[0.21215490574099208]
20.05031514,[0.321894825081864]
33.65591841,[0.6414481878042787]
49.61876554,[1.0163658873569974]
65.77684344,[1.3958689513233578]
81.01320014,[1.7537236471058546]
90.93679782,[1.986798134581216]
87.10432566,[1.8967852669439227]
82.97534872,[1.7998084229483602]
79.11605514,[1.7091656034607958]
78.46520941,[1.6938792587462166]
42.2247446,[0.84270330080879]
10.46848888,[0.09684748674322836]
-6.082468434,[-0.2918830944009214]
-18.30646834,[-0.5789868852702241]
-28.83295315,[-0.8262213189023551]
-26.44200998,[-0.7700654899479444]
-18.99792324,[-0.5952270132587488]
-5.043169795,[-0.26747319736257574]
12.29856642,[0.13983032405991314]
28.80065541,[0.5274131400550348]
37.02590986,[0.7205988199976932]
44.78650355,[0.9028710618930613]
54.04987161,[1.1204388062234758]
66.10182848,[1.4035018405312523]
78.21991613,[1.6881180814634684]
56.2130166,[1.1712443634555327]
34.25647484,[0.6555533930570459]
20.69026033,[0.3369251499681883]
13.16875138,[0.1602682660342766]
13.67999817,[0.17227586523318664]
21.68461745,[0.36027951031056327]
34.19473568,[0.6541033319463299]
48.46191379,[0.9891950328533285]
51.64037326,[1.0638471737220079]
53.1706997,[1.0997897887064754]
54.55428097,[1.1322858154282842]
34.41962799,[0.6593853538078207]
4.125934566,[-0.05211941454495379]
-21.89603197,[-0.6632945859953958]
-56.28811116,[-1.4710577066806045]
-66.01524862,[-1.6995179537804133]
-63.4984229,[-1.6404055347092479]
-53.48066823,[-1.4051195919840727]
-37.85444878,[-1.0381082310915908]
-19.57915772,[-0.6088784059186948]
-15.24556169,[-0.5070956950321818]
-22.9268965,[-0.6875063920091076]
-40.10887669,[-1.0910577405958295]
-42.95078947,[-1.1578054450078223]
-38.460198,[-1.0523353988530009]
-24.91769428,[-0.7342640485771222]
-19.9679209,[-0.6180092455445704]
-18.10874208,[-0.5743429095473066]
-25.93455698,[-0.7581469950928775]
-38.26816869,[-1.0478252267912396]
-41.41593487,[-1.1217564776091158]
-35.6216111,[-0.9856658090322481]
-23.01560019,[-0.6895897661795045]
-15.55339449,[-0.5143257313961818]
-14.21586049,[-0.4829112120269452]
-6.490515429,[-0.301466850946913]
1.317986822,[-0.11806938575442726]
11.04591273,[0.11040937954003507]
25.39539581,[0.44743416855862544]
39.85653836,[0.787081491720702]
43.93892678,[0.8829641160822784]
49.314919,[1.0092294758593416]
53.12218144,[1.098650245473532]
50.89197103,[1.0462695298263651]
50.19943083,[1.0300039115117092]
51.17075224,[1.0528172345735523]
52.69563584,[1.0886320141515151]
48.69354613,[0.994635357085439]
33.90085737,[0.6472010432107211]
8.989133863,[0.06210203217121472]
-7.452008364,[-0.32404933365758914]
-22.20640813,[-0.6705843579862905]
-25.80895221,[-0.7551969291655564]
-16.36778139,[-0.5334531502461717]
2.931875393,[-0.08016415585113591]
25.02014288,[0.43862064274332074]
45.4874017,[0.9193329824939859]
49.88083174,[1.0225210084349827]
52.24784936,[1.0781149005310446]
53.47669577,[1.1069766859875354]
56.50627104,[1.1781319994225397]
64.34028517,[1.3621286594145527]
74.04760035,[1.5901233427238317]
83.42357787,[1.8103359335122273]
89.86837801,[1.9617042716844817]
93.33755738,[2.043184520047679]
96.51935286,[2.117915013429835]
99.19528566,[2.1807643636342973]
101.8947221,[2.2441657413416323]
106.3427888,[2.348637012728233]
109.7303975,[2.4282014194061525]
110.7865067,[2.453006144309915]
110.2578185,[2.440588900561953]
110.013788,[2.434857382059295]
109.3943767,[2.4203093344721873]
107.8516112,[2.3840745646032047]
106.3581502,[2.3489978043027566]
88.13551218,[1.9210046355026553]
65.28596177,[1.3843396655405529]
48.53347671,[0.990875823574506]
26.1091033,[0.46419694077120033]
0.264647564,[-0.1428090533238634]
-6.199407456,[-0.29462962882295374]
-2.192813862,[-0.20052718951047885]
9.852448427,[0.08237860988252672]
25.88934928,[0.45903560138262584]
40.42119284,[0.8003434716770143]
54.88464151,[1.140044958435237]
67.38754827,[1.4336994050390448]
78.25206245,[1.6888730986759575]
88.92155223,[1.9394662748895573]
74.63895448,[1.6040124145313244]
49.17170304,[1.0058657777780937]
34.58224222,[0.6632046570016449]
26.51504418,[0.4737312312172936]
15.21009732,[0.2082131418815016]
14.15541094,[0.1834418346003559]
20.54643304,[0.33354709364399027]
29.59872805,[0.5461573876086205]
39.72117596,[0.7839022493712241]
42.56251083,[0.8506363804722669]
46.15952871,[0.9351191583775387]
54.92829688,[1.1410702874858898]
49.27386706,[1.0082652932933098]
46.9997199,[0.9548526398532373]
46.96191696,[0.9539647662060298]
48.33623169,[0.9862431506844893]
50.56515121,[1.038593547334974]
33.16384414,[0.6298908915516094]
10.44343048,[0.09625894275693561]
-17.66969251,[-0.5640309988064807]
-46.41936844,[-1.2392715918398218]
-55.80983013,[-1.459824370794658]
-53.33553367,[-1.4017108319478675]
-50.13774912,[-1.3266048049723886]
-39.09927704,[-1.0673453805660287]
-21.08573722,[-0.6442632790389629]
-13.04939022,[-0.45551444836295346]
-11.79967772,[-0.4261625832610369]
-8.66779089,[-0.3526042890544659]
-13.594239,[-0.46831125394143963]
-22.41689595,[-0.6755280631170597]
-37.10426993,[-1.0204888599102104]
-35.95895019,[-0.9935888565037931]
-26.63036915,[-0.7744894618203142]
-13.42293513,[-0.46428785809345363]
-6.397811005,[-0.29928951196086706]
-4.572611087,[-0.25642123483539603]
-0.648464514,[-0.16425521997130169]
7.332491538,[0.023192649376751598]
17.20166898,[0.25498897448709706]
18.24787944,[0.2795612087330809]
13.03685914,[0.15717052696511502]
1.309602297,[-0.11826631220490577]
-12.78799525,[-0.44937509239287277]
-20.99813319,[-0.6422057324664958]
-35.16329245,[-0.9749013274506902]
-51.31171151,[-1.354177535265159]
-48.48061636,[-1.2876839033830336]
-37.74547183,[-1.0355487010111777]
-34.36392779,[-0.9561267343602318]
-38.73834807,[-1.0588682800818665]
-50.61809763,[-1.337886699542081]
-41.40971692,[-1.1216104372761508]
-21.57164933,[-0.6556758452924872]
-0.753923516,[-0.16673212437970503]
24.18415127,[0.41898579635820893]
45.73369722,[0.9251176992814443]
60.31168155,[1.2675092729530002]
62.35449246,[1.3154885563954268]
61.91425142,[1.3051486617249264]
47.65278371,[0.9701910803778089]
26.48231671,[0.47296256459631714]
13.33965835,[0.1642823399340074]
9.380117478,[0.07128502291871844]
3.39088407,[-0.06938346767852563]
-2.493425943,[-0.207587633612237]
-1.139050732,[-0.17577756650428067]
-5.445435555,[-0.2769211706545449]
-12.9627264,[-0.4534789844031573]
-13.72668751,[-0.47142205806516396]
-10.00992961,[-0.3841269589945514]
3.478692488,[-0.06732112066675396]
18.51447042,[0.2858226028396036]
35.26791879,[0.6793090699655746]
52.7026219,[1.088796095002682]
51.45933476,[1.0595951416504288]
50.2571765,[1.031360177945837]
51.28406755,[1.0554786592557106]
54.50155198,[1.1310473752258854]
61.18219712,[1.287954979929411]
70.02461544,[1.4956359223088436]
55.09549207,[1.14499718320196]
47.58902911,[0.9686936828413141]
45.14875746,[0.911379281102649]
32.09670961,[0.6048272158900814]
15.00626637,[0.20342578595124122]
0.972842399,[-0.12617575625530233]
-14.44524848,[-0.48829882344835596]
-33.80429394,[-0.9429826734088801]
-37.02719765,[-1.0186786714343352]
-30.84602709,[-0.873502173280513]
-18.28079533,[-0.5783839060039687]
-9.418695549,[-0.37024070723494246]
0.270771765,[-0.14266521486373032]
1.484837458,[-0.11415058254165551]
7.651852381,[0.03069344366549431]
15.38771874,[0.21238491735710172]
25.76389224,[0.4560890051741653]
40.43341609,[0.8006305578549208]
37.38005029,[0.7289164787620047]
24.22520803,[0.4199500921310701]
-1.938367814,[-0.1945510421352931]
-29.53904073,[-0.8428051230959587]
-36.84264046,[-1.0143439962634708]
-33.43156959,[-0.9342285360841758]
-36.13259762,[-0.9976672952972392]
-38.27350658,[-1.0479505972482117]
-43.12892611,[-1.161989321400984]
-40.74221845,[-1.1059329714212638]
-42.3525223,[-1.1437540073621675]
-50.93363276,[-1.3452976397148613]
-65.4370386,[-1.6859375962920977]
-43.68021952,[-1.1749374913215822]
-22.25383588,[-0.6716982885263846]
-10.43197997,[-0.3940396110908818]
3.128002416,[-0.07555774123822573]
8.51279252,[0.05091425350836083]
5.978128968,[-0.008617120833376821]
-2.859987673,[-0.2161970301338251]
-15.64229554,[-0.5164137409399917]
-22.35490831,[-0.6740721659829059]
-27.5664121,[-0.7964742034292844]
-23.58064565,[-0.7028609290416592]
-13.3579025,[-0.46276044360173424]
3.527983227,[-0.06616343430136849]
20.65065479,[0.3359949388457352]
26.27018363,[0.4679802174182149]
30.51238711,[0.5676164011643495]
34.42052887,[0.6594065126809479]
38.47561748,[0.7546479492970004]
31.6557708,[0.594470932769508]
19.94004798,[0.3193049919758565]
14.10938536,[0.1823608366785159]
14.23510546,[0.18531361134932978]
17.40768972,[0.2598277617831168]
27.78317408,[0.5035156638420029]
43.23294735,[0.8663828519962682]
58.99336385,[1.2365460847862266]
71.87909695,[1.5391919330837367]
84.06872282,[1.8254883846108463]
95.16128567,[2.0860182332022075]
100.6300319,[2.214462096586446]
91.17827013,[1.9924695691463408]
83.32595781,[1.8080431415041767]
67.65326252,[1.439940207480932]
40.15731378,[0.7941457721482502]
23.56934989,[0.40454602147379976]
19.32107145,[0.30476715578568286]
24.36996736,[0.4233500391800144]
23.50023757,[0.40292278773522344]
15.11121031,[0.20589059315301259]
-0.859784358,[-0.16921846676162033]
-6.947159584,[-0.31219200384178974]
-5.633617347,[-0.2813409764686189]
-8.33323385,[-0.3447465832965604]
-11.26619359,[-0.4136326980132112]
-3.612892527,[-0.23388042668238027]
6.395418265,[0.0011837086806254942]
20.16579711,[0.324607137877922]
35.88182715,[0.6937278705838438]
55.34274338,[1.150804348527899]
70.72190034,[1.5120129788897798]
80.71903515,[1.7468146251474548]
86.1990811,[1.875523883858322]
72.74778705,[1.5595947654396347]
62.56019641,[1.3203199032782749]
59.59426268,[1.2506593319515222]
47.41117539,[0.9645164513602221]
24.81064212,[0.4337001205862094]
3.796722999,[-0.05985157174476941]
-24.09984936,[-0.7150554115777101]
-29.80989054,[-0.8491665438915414]
-26.03325404,[-0.7604650824858384]
-14.28903899,[-0.48462994770443957]
3.199629985,[-0.07387543211283391]
22.78699549,[0.3861709465580163]
32.35688222,[0.6109378624203303]
39.96872279,[0.7897163555440977]
44.88195727,[0.9051129733030185]
38.96350384,[0.7661068845511371]
34.53330271,[0.6620552199145758]
25.86599647,[0.45848711640798506]
21.46405063,[0.3550990807744909]
23.86784947,[0.4115568494883541]
32.33664676,[0.6104625943149099]
44.17622143,[0.8885374303895341]
57.41539872,[1.1994845849362303]
74.51269659,[1.6010470088437503]
64.67110221,[1.369898524188647]
59.99777986,[1.260136697212465]
57.05786766,[1.1910872908042878]
56.79985548,[1.1850273860645886]
58.8540117,[1.2332731356011444]
63.8538752,[1.3507043999759478]
70.0117117,[1.4953328535343933]
78.66793148,[1.6986405705293837]
67.09437777,[1.426813740561926]
48.32193568,[0.9859073818120362]
24.87288987,[0.435162126896379]
12.49284868,[0.14439341091966326]
8.409451475,[0.0484870933316553]
1.579693593,[-0.11192270654728946]
3.240247608,[-0.07292145030417273]
13.07271598,[0.1580126927677784]
23.22950373,[0.3965640907147457]
33.81657571,[0.6452215287904962]
33.95970376,[0.6485831621388864]
20.78019104,[0.33903734302734345]
-4.409490033,[-0.25259002791997304]
-29.5432474,[-0.8429039247086241]
-59.21234637,[-1.5397389092853597]
-64.21862113,[-1.6573207542446202]
-66.98471789,[-1.7222877758262787]
-60.7015675,[-1.5747160882082591]
-47.12264896,[-1.255789466912565]
-28.28701778,[-0.8133989926996444]
-18.31239808,[-0.57912615644545]
-5.524351605,[-0.27877466356109426]
-5.187273333,[-0.27085774189428596]
-2.712926927,[-0.2127430299710843]
-5.100970432,[-0.26883075480080965]
-0.668064271,[-0.16471555738770294]
7.037361577,[0.01626096324669696]
7.811493146,[0.03444290940185109]
13.37129396,[0.16502536215482763]
21.15283748,[0.34778965048813104]
20.84885041,[0.3406499383772521]
11.33857368,[0.11728307627028205]
-3.198124114,[-0.22413880490384153]
-23.14467198,[-0.6926212616382943]
-43.6792452,[-1.1749146075709545]
-60.01171583,[-1.5585136151129093]
-64.19163554,[-1.65668694655095]
-65.67636851,[-1.691558712535373]
-56.74389793,[-1.4817627222648115]
-58.78895798,[-1.5297948310201606]
-68.57204385,[-1.7595691324988658]
-61.59414228,[-1.5956798975131452]
-49.72572861,[-1.3169277229005178]
-36.25726471,[-1.0005953380337314]
-27.13295604,[-0.7862936668652921]
-24.54501056,[-0.7255108655249238]
-29.15477234,[-0.8337798521266672]
-28.40982662,[-0.8162833909152364]
-24.06045706,[-0.714130208800548]
-24.75421262,[-0.7304243721467774]
-19.02530575,[-0.5958701433704121]
-8.589839847,[-0.3507734611650996]
-5.454675273,[-0.27713818293242143]
-13.11117424,[-0.4569655630957373]
-24.61373346,[-0.7271249529972125]
-43.26696333,[-1.1652313869644504]
-66.14747069,[-1.7026234395318454]
-68.93258426,[-1.7680371069154692]
-71.40967839,[-1.8262163543411847]
-77.40376134,[-1.9669987456176572]
-86.81641176,[-2.1880726689234886]
-77.60220567,[-1.9716595865745976]
-62.79929873,[-1.6239852793886604]
-44.99461048,[-1.2058084525619464]
-26.45614689,[-0.7703975220555515]
-13.50099288,[-0.46612119219882514]
-1.140795192,[-0.17581853845150508]
4.063285479,[-0.05359084701472762]
9.71905983,[0.07924572603501946]
18.34780697,[0.2819081960445848]
27.99541364,[0.5085005119045853]
38.42354709,[0.7534249775630343]
37.93327935,[0.7419101110891041]
37.99124314,[0.7432715004845658]
40.43348855,[0.8006322597152649]
30.82337638,[0.5749205732048657]
13.86638219,[0.1766534469667397]
-4.305725677,[-0.2501529254826531]
-22.68971137,[-0.6819356499864899]
-38.62795667,[-1.0562755289641401]
-39.77296153,[-1.0831681368173536]
-32.12518267,[-0.9035455648834009]
-17.59755038,[-0.5623366042413908]
0.366401732,[-0.1404191639591545]
18.15859135,[0.27746410882179107]
33.35291916,[0.6343316765170972]
45.89574544,[0.9289237086583574]
56.29562285,[1.1731845276985686]
49.36447736,[1.0103934478108043]
22.26535091,[0.3739191355668436]
-9.999397969,[-0.38387960345803096]
-41.78324463,[-1.130383443032073]
-63.25899313,[-1.6347820730647313]
-64.0518887,[-1.6534047273236487]
-50.16949404,[-1.3273503945455993]
-40.88208599,[-1.1092180255166793]
-37.6205857,[-1.032615513705409]
-40.07634096,[-1.0902935773519216]
-35.29082656,[-0.9778967075822108]
-35.65401444,[-0.9864268628462504]
-40.5502831,[-1.1014250061880688]
-33.8923164,[-0.9450500476024316]
-21.48577228,[-0.6536588601163363]
-6.969930853,[-0.31272683022456776]
-0.197423734,[-0.15366167295146854]
-1.541944407,[-0.18524028756933797]
-8.645194788,[-0.35207357680046103]
-19.27790373,[-0.6018028853682529]
-35.13000538,[-0.9741195175637938]
-49.76221882,[-1.3177847645972767]
-53.0438507,[-1.3948601049302805]
-59.1989017,[-1.5394231357453017]
-68.65691297,[-1.7615624445298794]
-65.23187257,[-1.681118883479306]
-65.25592434,[-1.6816837848534243]
-55.8051817,[-1.4597151936116695]
